-4	-23	7	0
-3	-23	7	3
-2	-23	7	6
-2	-23	6	9
-2	-23	7	12
-2	-23	6	15
-2	-23	7	18
-2	-22	7	21
-2	-22	8	24
-2	-21	8	27
-1	-21	8	30
-1	-22	8	33
-1	-23	8	36
0	-23	8	39
0	-23	7	42
0	-23	6	43
0	-24	6	44
0	-25	6	45
0	-26	6	48
-1	-26	6	51
0	-26	6	54
-1	-26	6	55
-2	-26	6	56
-2	-25	6	57
-2	-25	7	60
-3	-25	7	61
-3	-26	7	62
-3	-27	7	63
-3	-27	6	66
-2	-27	6	67
-1	-27	6	68
0	-27	6	69
0	-26	6	72
1	-26	6	75
1	-25	6	78
1	-26	6	79
1	-26	7	80
1	-26	8	81
1	-26	9	84
0	-26	9	85
0	-27	9	86
0	-27	8	87
0	-27	7	90
1	-27	7	93
1	-27	6	96
1	-26	6	97
1	-25	6	98
1	-25	5	99
1	-25	4	102
0	-25	4	103
0	-26	4	104
0	-26	5	105
0	-26	6	108
-1	-26	6	111
-1	-26	7	114
0	-26	7	117
0	-25	7	120
1	-25	7	121
2	-25	7	122
2	-25	6	123
2	-25	5	126
1	-25	5	127
0	-25	5	128
0	-26	5	129
0	-26	6	132
1	-26	6	133
1	-25	6	134
1	-25	7	135
1	-25	8	138
0	-25	8	141
0	-25	9	144
-1	-25	9	147
-1	-25	8	150
-2	-25	8	151
-3	-25	8	152
-3	-24	8	153
-3	-23	8	156
-4	-23	8	159
-4	-23	7	162
-3	-23	7	165
-2	-23	7	168
-2	-23	8	169
-3	-23	8	170
-2	-23	8	171
-2	-23	7	174
-3	-23	7	177
-2	-23	7	180
-2	-22	7	183
-2	-21	7	186
-1	-21	7	189
-1	-22	7	192
-1	-22	8	195
-1	-22	7	198
-2	-22	7	201
-2	-21	7	204
-2	-22	7	205
-1	-22	7	206
-1	-23	7	207
0	-23	7	210
0	-24	7	213
0	-25	7	216
-1	-25	7	219
-1	-26	7	222
-2	-26	7	225
-3	-26	7	228
-2	-26	7	231
-1	-26	7	234
0	-26	7	237
0	-26	6	240
1	-26	6	243
1	-26	7	246
0	-26	7	249
0	-27	7	252
-1	-27	7	253
-1	-28	7	254
-1	-28	8	255
-1	-28	9	258
0	-28	9	259
0	-27	9	260
0	-27	8	261
0	-27	7	264
-1	-27	7	267
0	-27	7	270
-1	-27	7	271
-1	-26	7	272
-1	-25	7	273
-1	-24	7	276
-1	-24	6	279
-1	-23	6	282
-2	-23	6	285
-2	-24	6	288
-2	-24	7	291
-2	-25	7	294
-1	-25	7	297
-1	-24	7	300
-1	-23	7	303
0	-23	7	306
0	-22	7	309
0	-22	6	312
0	-22	7	315
-1	-22	7	318
-1	-22	6	321
-1	-22	7	324
-1	-22	6	327
-1	-23	6	330
-1	-23	5	333
-1	-23	4	336
-1	-23	5	339
0	-23	5	342
-1	-23	5	345
-1	-24	5	348
-1	-23	5	351
-1	-23	6	354
-1	-23	7	357
-1	-22	7	360
-1	-22	6	363
-1	-21	6	366
-1	-22	6	369
-1	-22	7	372
-2	-22	7	375
-2	-23	7	378
-2	-24	7	379
-2	-25	7	380
-2	-26	7	381
-2	-26	6	384
-1	-26	6	387
-1	-25	6	390
-1	-24	6	393
0	-24	6	396
0	-25	6	397
0	-26	6	398
0	-26	5	399
0	-26	4	402
-1	-26	4	403
-2	-26	4	404
-2	-27	4	405
-2	-27	5	408
-3	-27	5	411
-3	-27	6	414
-2	-27	6	415
-2	-26	6	416
-2	-25	6	417
-2	-24	6	420
-3	-24	6	423
-3	-24	5	426
-4	-24	5	429
-3	-24	5	432
-3	-24	4	435
-2	-24	4	438
-1	-24	4	441
-1	-24	3	444
-1	-24	2	447
-2	-24	2	450
-3	-24	2	453
-4	-24	2	456
-3	-24	2	459
-3	-25	2	462
-3	-26	2	465
-3	-26	3	468
-4	-26	3	471
-3	-26	3	474
-4	-26	3	477
-3	-26	3	480
-4	-26	3	483
-3	-26	3	486
-4	-26	3	489
-3	-26	3	492
-3	-25	3	495
-3	-24	3	498
-3	-24	4	501
-3	-25	4	504
-3	-26	4	507
-3	-27	4	510
-4	-27	4	513
-3	-27	4	516
-4	-27	4	519
-4	-26	4	522
-3	-26	4	523
-2	-26	4	524
-2	-27	4	525
-2	-27	3	528
-2	-26	3	529
-2	-25	3	530
-2	-24	3	531
-3	-24	3	534
-2	-24	3	535
-3	-24	3	536
-2	-24	3	537
-1	-24	3	540
-1	-24	4	543
-1	-23	4	546
-1	-24	4	549
0	-24	4	552
0	-24	5	553
-1	-24	5	554
-2	-24	5	555
-3	-24	5	558
-3	-23	5	561
-3	-23	4	564
-2	-23	4	567
-2	-23	3	570
-2	-23	4	573
-2	-23	3	576
-1	-23	3	577
0	-23	3	578
0	-22	3	579
0	-22	2	582
-1	-22	2	585
-2	-22	2	588
-1	-22	2	591
-2	-22	2	594
-2	-23	2	597
-2	-23	3	600
-2	-23	2	603
-2	-22	2	606
-3	-22	2	607
-3	-21	2	608
-3	-20	2	609
-3	-21	2	612
-2	-21	2	613
-2	-22	2	614
-1	-22	2	615
-1	-23	2	618
-1	-23	1	621
-1	-23	2	624
0	-23	2	625
0	-22	2	626
0	-22	1	627
0	-21	1	630
0	-22	1	631
0	-21	1	632
1	-21	1	633
1	-22	1	636
1	-22	2	637
0	-22	2	638
0	-21	2	639
0	-20	2	642
0	-19	2	645
-1	-19	2	648
-1	-19	1	651
-1	-20	1	654
-1	-21	1	655
-1	-20	1	656
-2	-20	1	657
-2	-21	1	660
-1	-21	1	663
-1	-21	0	666
-2	-21	0	669
-2	-22	0	672
-3	-22	0	673
-2	-22	0	674
-3	-22	0	675
-3	-22	-1	678
-3	-21	-1	681
-2	-21	-1	684
-1	-21	-1	685
-1	-22	-1	686
-1	-21	-1	687
-1	-20	-1	690
-1	-20	0	693
-1	-21	0	696
0	-21	0	699
1	-21	0	702
2	-21	0	703
1	-21	0	704
1	-20	0	705
0	-20	0	708
-1	-20	0	709
-1	-19	0	710
-1	-20	0	711
0	-20	0	714
0	-20	1	717
0	-20	0	720
0	-20	-1	723
0	-20	0	726
0	-20	1	727
0	-21	1	728
0	-21	0	729
0	-21	1	732
1	-21	1	733
2	-21	1	734
2	-22	1	735
2	-22	0	738
1	-22	0	741
0	-22	0	744
1	-22	0	745
0	-22	0	746
0	-23	0	747
0	-22	0	750
0	-22	-1	753
-1	-22	-1	756
0	-22	-1	757
0	-22	0	758
0	-21	0	759
1	-21	0	762
1	-21	-1	765
0	-21	-1	768
0	-21	0	771
0	-20	0	774
0	-20	-1	777
0	-20	-2	780
0	-20	-3	783
0	-20	-4	786
0	-20	-3	789
1	-20	-3	792
1	-20	-2	795
1	-20	-3	798
2	-20	-3	799
2	-19	-3	800
2	-19	-4	801
2	-20	-4	804
2	-20	-3	807
1	-20	-3	810
0	-20	-3	813
0	-20	-4	816
1	-20	-4	819
1	-19	-4	822
0	-19	-4	825
-1	-19	-4	828
0	-19	-4	831
1	-19	-4	834
1	-18	-4	837
1	-17	-4	840
0	-17	-4	843
0	-17	-3	846
0	-17	-4	849
1	-17	-4	852
0	-17	-4	855
1	-17	-4	858
2	-17	-4	859
3	-17	-4	860
3	-18	-4	861
3	-18	-5	864
2	-18	-5	867
2	-19	-5	870
2	-19	-4	873
2	-19	-5	876
2	-19	-4	877
1	-19	-4	878
1	-19	-5	879
1	-20	-5	882
1	-20	-4	885
1	-21	-4	888
1	-20	-4	891
1	-20	-5	894
1	-21	-5	897
0	-21	-5	900
-1	-21	-5	901
-1	-21	-6	902
-1	-21	-5	903
-1	-20	-5	906
-2	-20	-5	907
-2	-19	-5	908
-1	-19	-5	909
-1	-19	-4	912
-1	-20	-4	915
-1	-20	-3	918
0	-20	-3	921
0	-21	-3	924
0	-21	-4	927
0	-21	-3	930
1	-21	-3	933
1	-20	-3	936
2	-20	-3	939
1	-20	-3	942
1	-19	-3	945
2	-19	-3	948
2	-19	-4	951
2	-20	-4	954
2	-21	-4	957
1	-21	-4	960
1	-21	-5	961
0	-21	-5	962
1	-21	-5	963
1	-20	-5	966
1	-20	-6	969
0	-20	-6	972
1	-20	-6	975
1	-21	-6	978
1	-22	-6	981
0	-22	-6	984
0	-22	-5	987
-1	-22	-5	990
-1	-22	-4	993
-1	-23	-4	996
-1	-23	-5	997
-1	-23	-4	998
-1	-22	-4	999
-1	-23	-4	1002
-1	-24	-4	1003
-1	-23	-4	1004
-1	-24	-4	1005
-1	-23	-4	1008
-1	-23	-5	1011
0	-23	-5	1014
0	-23	-4	1017
0	-22	-4	1020
0	-22	-3	1023
1	-22	-3	1026
2	-22	-3	1029
2	-21	-3	1032
2	-21	-2	1033
1	-21	-2	1034
0	-21	-2	1035
-1	-21	-2	1038
-1	-20	-2	1041
-1	-20	-3	1044
-2	-20	-3	1047
-2	-21	-3	1050
-2	-20	-3	1053
-1	-20	-3	1056
-1	-21	-3	1057
-1	-21	-4	1058
-1	-21	-3	1059
-1	-21	-2	1062
-1	-20	-2	1063
-1	-19	-2	1064
-1	-19	-3	1065
-2	-19	-3	1068
-2	-20	-3	1071
-3	-20	-3	1074
-3	-20	-2	1077
-2	-20	-2	1080
-2	-20	-1	1083
-2	-20	0	1086
-1	-20	0	1087
-1	-21	0	1088
-1	-22	0	1089
0	-22	0	1092
-1	-22	0	1095
-1	-22	-1	1098
-1	-22	-2	1099
-2	-22	-2	1100
-2	-22	-1	1101
-2	-21	-1	1104
-2	-20	-1	1107
-2	-19	-1	1110
-2	-20	-1	1113
-2	-21	-1	1116
-1	-21	-1	1119
0	-21	-1	1122
0	-20	-1	1123
0	-20	0	1124
0	-19	0	1125
-1	-19	0	1128
-1	-20	0	1131
-1	-20	-1	1134
-1	-19	-1	1135
-1	-19	-2	1136
-1	-18	-2	1137
-1	-17	-2	1140
-1	-17	-1	1143
-2	-17	-1	1146
-2	-18	-1	1149
-2	-17	-1	1152
-2	-16	-1	1155
-3	-16	-1	1158
-2	-16	-1	1159
-2	-16	0	1160
-3	-16	0	1161
-4	-16	0	1164
-4	-17	0	1165
-3	-17	0	1166
-4	-17	0	1167
-5	-17	0	1170
-5	-18	0	1171
-5	-19	0	1172
-4	-19	0	1173
-4	-19	1	1176
-4	-19	2	1177
-4	-18	2	1178
-4	-18	1	1179
-3	-18	1	1182
-3	-19	1	1185
-3	-19	0	1188
-3	-19	1	1191
-2	-19	1	1194
-3	-19	1	1197
-3	-20	1	1200
-3	-20	2	1201
-3	-20	1	1202
-4	-20	1	1203
-3	-20	1	1206
-3	-19	1	1209
-3	-20	1	1212
-4	-20	1	1215
-5	-20	1	1218
-5	-20	2	1219
-4	-20	2	1220
-4	-19	2	1221
-5	-19	2	1222
-5	-19	1	1223
-5	-19	0	1224
-4	-19	0	1225
-5	-19	0	1226
-5	-20	0	1227
-4	-20	0	1230
-4	-21	0	1233
-4	-20	0	1236
-4	-21	0	1237
-4	-21	-1	1238
-4	-21	-2	1239
-5	-21	-2	1242
-5	-20	-2	1243
-5	-19	-2	1244
-6	-19	-2	1245
-6	-19	-3	1248
-5	-19	-3	1251
-5	-19	-2	1254
-5	-19	-1	1255
-5	-19	-2	1256
-4	-19	-2	1257
-4	-19	-1	1260
-4	-18	-1	1261
-3	-18	-1	1262
-2	-18	-1	1263
-3	-18	-1	1266
-2	-18	-1	1269
-1	-18	-1	1272
-2	-18	-1	1275
-3	-18	-1	1278
-3	-18	0	1281
-3	-18	-1	1284
-3	-18	0	1285
-3	-19	0	1286
-3	-20	0	1287
-2	-20	0	1290
-2	-20	-1	1293
-3	-20	-1	1296
-3	-21	-1	1299
-4	-21	-1	1302
-4	-20	-1	1305
-4	-20	0	1308
-4	-20	-1	1311
-4	-19	-1	1314
-5	-19	-1	1317
-5	-18	-1	1320
-5	-19	-1	1321
-5	-19	0	1322
-5	-19	1	1323
-5	-19	0	1326
-6	-19	0	1329
-5	-19	0	1332
-4	-19	0	1333
-3	-19	0	1334
-4	-19	0	1335
-4	-20	0	1338
-3	-20	0	1341
-3	-21	0	1344
-3	-22	0	1347
-3	-22	1	1350
-4	-22	1	1353
-4	-22	0	1356
-3	-22	0	1359
-2	-22	0	1362
-2	-22	1	1365
-3	-22	1	1368
-2	-22	1	1371
-3	-22	1	1374
-3	-21	1	1377
-3	-20	1	1380
-4	-20	1	1383
-4	-20	2	1386
-4	-19	2	1389
-3	-19	2	1392
-4	-19	2	1395
-3	-19	2	1398
-3	-19	1	1401
-3	-20	1	1404
-4	-20	1	1407
-4	-20	2	1410
-3	-20	2	1411
-4	-20	2	1412
-3	-20	2	1413
-2	-20	2	1416
-2	-19	2	1419
-2	-18	2	1422
-3	-18	2	1425
-4	-18	2	1428
-3	-18	2	1429
-3	-17	2	1430
-2	-17	2	1431
-2	-16	2	1434
-2	-17	2	1437
-2	-17	1	1440
-1	-17	1	1441
-1	-17	2	1442
-1	-17	3	1443
-1	-17	2	1446
-1	-16	2	1449
-1	-16	1	1452
-1	-15	1	1453
0	-15	1	1454
-1	-15	1	1455
-1	-16	1	1458
-1	-16	2	1461
-1	-17	2	1464
0	-17	2	1465
0	-17	1	1466
0	-16	1	1467
1	-16	1	1470
0	-16	1	1473
0	-17	1	1476
0	-17	0	1479
0	-17	1	1482
0	-17	0	1485
0	-16	0	1488
0	-16	1	1491
0	-15	1	1494
0	-15	0	1495
0	-14	0	1496
1	-14	0	1497
1	-15	0	1500
1	-15	-1	1501
0	-15	-1	1502
0	-15	0	1503
0	-15	-1	1506
0	-14	-1	1509
0	-14	-2	1512
0	-14	-1	1515
-1	-14	-1	1518
-1	-15	-1	1521
-2	-15	-1	1524
-2	-15	0	1525
-1	-15	0	1526
0	-15	0	1527
0	-14	0	1530
0	-15	0	1533
-1	-15	0	1536
-2	-15	0	1539
-1	-15	0	1542
-1	-15	-1	1545
-1	-15	-2	1548
-2	-15	-2	1551
-1	-15	-2	1554
0	-15	-2	1557
0	-15	-3	1560
0	-16	-3	1563
0	-15	-3	1566
1	-15	-3	1569
1	-14	-3	1572
1	-14	-2	1573
2	-14	-2	1574
1	-14	-2	1575
1	-15	-2	1578
1	-16	-2	1581
1	-17	-2	1584
2	-17	-2	1587
1	-17	-2	1590
1	-17	-1	1593
1	-16	-1	1596
1	-16	0	1597
0	-16	0	1598
1	-16	0	1599
0	-16	0	1602
-1	-16	0	1605
-2	-16	0	1608
-2	-16	1	1609
-2	-16	0	1610
-1	-16	0	1611
-1	-17	0	1614
-1	-17	-1	1617
-1	-16	-1	1620
-1	-16	0	1623
-2	-16	0	1626
-2	-16	-1	1629
-2	-17	-1	1632
-1	-17	-1	1635
-2	-17	-1	1638
-2	-16	-1	1639
-2	-17	-1	1640
-3	-17	-1	1641
-4	-17	-1	1644
-4	-16	-1	1645
-4	-17	-1	1646
-3	-17	-1	1647
-3	-17	0	1650
-2	-17	0	1651
-3	-17	0	1652
-3	-18	0	1653
-3	-18	-1	1656
-3	-18	0	1659
-3	-18	-1	1662
-3	-19	-1	1665
-3	-19	0	1668
-3	-18	0	1669
-2	-18	0	1670
-1	-18	0	1671
-1	-19	0	1674
0	-19	0	1677
0	-18	0	1680
0	-19	0	1683
0	-19	-1	1686
1	-19	-1	1689
0	-19	-1	1692
1	-19	-1	1693
1	-19	0	1694
2	-19	0	1695
1	-19	0	1698
1	-19	-1	1699
0	-19	-1	1700
0	-19	-2	1701
0	-19	-3	1704
0	-18	-3	1707
1	-18	-3	1710
1	-18	-4	1713
1	-19	-4	1716
1	-19	-3	1717
1	-18	-3	1718
1	-17	-3	1719
1	-18	-3	1722
0	-18	-3	1723
0	-19	-3	1724
0	-19	-2	1725
1	-19	-2	1728
1	-20	-2	1729
1	-20	-3	1730
1	-19	-3	1731
1	-19	-2	1734
1	-20	-2	1735
0	-20	-2	1736
0	-20	-3	1737
-1	-20	-3	1740
-1	-20	-2	1743
-1	-19	-2	1746
-1	-19	-3	1749
-1	-20	-3	1752
-2	-20	-3	1753
-2	-20	-2	1754
-2	-19	-2	1755
-2	-18	-2	1758
-1	-18	-2	1761
0	-18	-2	1764
0	-17	-2	1767
0	-17	-1	1770
-1	-17	-1	1773
-1	-18	-1	1776
-1	-18	-2	1779
-1	-18	-3	1782
-1	-19	-3	1785
-1	-18	-3	1788
0	-18	-3	1791
-1	-18	-3	1794
0	-18	-3	1797
0	-18	-4	1800
0	-18	-3	1803
0	-19	-3	1806
-1	-19	-3	1809
0	-19	-3	1812
0	-19	-2	1813
0	-20	-2	1814
0	-19	-2	1815
-1	-19	-2	1818
0	-19	-2	1821
-1	-19	-2	1824
-1	-19	-3	1825
-1	-18	-3	1826
-2	-18	-3	1827
-1	-18	-3	1830
-1	-17	-3	1833
-1	-17	-2	1836
-1	-18	-2	1837
-1	-18	-1	1838
-1	-18	0	1839
0	-18	0	1842
0	-18	1	1843
1	-18	1	1844
2	-18	1	1845
1	-18	1	1848
1	-18	0	1849
2	-18	0	1850
2	-19	0	1851
2	-18	0	1852
2	-18	-1	1853
2	-19	-1	1854
3	-19	-1	1855
3	-18	-1	1856
3	-18	0	1857
3	-17	0	1858
3	-17	1	1859
3	-17	0	1860
2	-17	0	1863
2	-17	1	1866
2	-17	0	1869
2	-17	-1	1872
1	-17	-1	1875
2	-17	-1	1878
1	-17	-1	1879
2	-17	-1	1880
2	-17	-2	1881
3	-17	-2	1884
3	-18	-2	1887
3	-19	-2	1890
3	-20	-2	1893
4	-20	-2	1896
4	-20	-1	1899
3	-20	-1	1902
3	-19	-1	1905
3	-20	-1	1908
3	-21	-1	1911
3	-21	-2	1914
3	-22	-2	1917
3	-22	-3	1920
3	-22	-2	1923
3	-22	-3	1926
3	-22	-2	1929
3	-21	-2	1932
3	-21	-1	1935
3	-21	-2	1938
3	-22	-2	1941
3	-22	-1	1944
4	-22	-1	1947
3	-22	-1	1950
3	-23	-1	1953
4	-23	-1	1956
4	-23	0	1959
3	-23	0	1962
2	-23	0	1965
2	-22	0	1968
2	-22	1	1969
2	-22	0	1970
1	-22	0	1971
1	-21	0	1974
1	-21	1	1977
2	-21	1	1980
1	-21	1	1983
1	-21	0	1986
1	-21	-1	1989
1	-21	-2	1992
1	-22	-2	1995
1	-21	-2	1998
1	-21	-1	2001
0	-21	-1	2004
1	-21	-1	2007
2	-21	-1	2010
2	-20	-1	2011
2	-19	-1	2012
2	-19	-2	2013
2	-20	-2	2016
2	-20	-1	2017
2	-20	-2	2018
2	-21	-2	2019
2	-21	-1	2022
2	-21	-2	2023
3	-21	-2	2024
4	-21	-2	2025
4	-21	-3	2028
5	-21	-3	2031
5	-21	-2	2034
5	-20	-2	2037
5	-19	-2	2040
4	-19	-2	2043
4	-19	-3	2046
4	-19	-2	2049
4	-20	-2	2052
4	-20	-3	2053
4	-20	-4	2054
4	-20	-5	2055
5	-20	-5	2058
5	-20	-4	2061
5	-19	-4	2064
5	-20	-4	2067
5	-21	-4	2070
5	-21	-3	2073
5	-21	-2	2076
5	-21	-1	2079
5	-21	-2	2082
5	-21	-3	2083
5	-20	-3	2084
4	-20	-3	2085
3	-20	-3	2088
3	-19	-3	2089
3	-20	-3	2090
3	-20	-2	2091
2	-20	-2	2094
2	-19	-2	2097
2	-19	-3	2100
2	-18	-3	2103
2	-19	-3	2106
2	-19	-4	2109
2	-19	-3	2112
2	-19	-2	2115
1	-19	-2	2118
1	-18	-2	2119
2	-18	-2	2120
2	-19	-2	2121
3	-19	-2	2124
4	-19	-2	2127
4	-19	-3	2130
3	-19	-3	2133
3	-19	-2	2136
